Folio,Periodo,Genero,Nivel,Entrada,PNA,PAA,Admitido,PrepaTEC,Perfil,Inscrito,P_Beca,P_Prestamo,Edad,Nivel_SE,Rezago,Tipo_Zona,Solicitud_B,FGS,Papas_Exatec,Foraneo,Intencion
EHKHGK,AD19,M,Profesional,ESC,88.97,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Local,Sin informacion
EHKHHB,AD19,F,Profesional,ICI,91.8,1540,1,SI,Perfil A+,Si,0.5,0,18,7,Bajo,Semiurbano,Si,No,Sin información,Local,Sin informacion
EHKHHE,AD19,F,Profesional,IIT,92.25,1400,1,SI,Perfil A+,Si,0.25,0.25,18,7,Bajo,Urbano,No,Si,Sin información,Local,Sin informacion
EHKHHF,AD19,M,Profesional,IIT,80.67,1420,1,SI,NC,Si,0.9,0,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,Si
EHKHHH,AD19,F,Profesional,IBQ,97.22,1410,1,SI,Perfil A+,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Local,Sin informacion
EHKHIE,AD19,M,Profesional,IIT,97.77,1430,1,SI,Perfil A+,Si,0.5,0,19,7,Bajo,Semiurbano,Si,No,Sin información,Local,No
EHKHIF,AD19,M,Profesional,NEG,80.72,,1,SI,NC,Si,0,0.25,18,7,Bajo,Urbano,Si,No,Si,Foraneo Local,No
EHKHIH,AD19,M,Profesional,IIT,84.9,,1,SI,NC,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Local,Si
EHKHIJ,AD19,M,Profesional,IIT,88.35,,1,SI,NC,Si,0.15,0,18,7,Bajo,Semiurbano,No,No,Sin información,Local,Si
EHKHJC,AD19,M,Profesional,IIT,85.47,,1,SI,NC,No,0.25,0.25,18,Sin información,Sin información,Urbano,Si,No,Sin información,Local,Sin informacion
EHKHJD,AD19,M,Profesional,ICT,84.9,,1,SI,NC,No,0,0,19,6,Bajo,Semiurbano,No,No,Sin información,Local,Sin informacion
EHKHJE,AD19,M,Profesional,IIT,95,1480,1,NO,Perfil A+,No,0.6,0,18,Sin información,Sin información,Urbano,Si,No,Sin información,Local,No aplica
EHKHJJ,AD19,F,Profesional,IIT,92.27,1020,1,SI,Perfil A+,Si,0.45,0.25,18,Sin información,Sin información,Urbano,Si,Si,Sin información,Local,No
EHKHKF,AD19,M,Profesional,NEG,85.92,,1,SI,NC,Si,0.05,0,18,Sin información,Bajo,Urbano,Si,No,Sin información,Local,Si
EHKHKG,AD19,M,Profesional,ICI,83.3,1350,1,SI,NC,Si,0,0,19,Sin información,Bajo,Urbano,Si,No,Sin información,Local,No
EHKHKH,AD19,M,Profesional,NEG,91,1490,1,SI,Perfil A+,Si,0.4,0.1,19,Sin información,Sin información,Urbano,Si,No,Sin información,Local,Si
EHKIBK,AD19,M,Profesional,NEG,86.12,1420,1,SI,NC,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Si
EHKICE,AD19,M,Profesional,IIT,87,1300,1,NO,Perfil A,No,0,0,19,Sin información,Bajo,Urbano,No,No,No,Local,No aplica
EHKICJ,AD19,M,Profesional,IBQ,94.77,1400,1,SI,Perfil A+,Si,0.9,0.1,18,Sin información,Sin información,Urbano,Si,No,Sin información,Local,Si
EHKJDD,AD19,M,Profesional,IIT,81.4,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Local,Sin informacion
EHKKEI,AD19,F,Profesional,NEG,87.15,,1,SI,NC,Si,0.9,0,19,7,Bajo,Semiurbano,Si,No,Si,Local,No
EHKKEK,AD19,M,Profesional,IIT,82.45,1290,1,SI,NC,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Local,Si
EKFEBG,AD19,M,Profesional,ESC,84.422,,1,SI,NC,Si,0,0,31,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,Sin informacion
EKKJEH,AD19,M,Profesional,NEG,93,1460,1,NO,Perfil A+,Si,0,0,23,7,Bajo,Urbano,No,No,Sin información,Local,No aplica
GCGJDI,AD19,F,Profesional,ICT,87.45,,1,SI,NC,No,0,0,27,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,Sin informacion
GCHFFD,AD19,M,Profesional,CIS,89.5,,1,SI,NC,Si,0,0,23,6,Bajo,Urbano,No,NA,Sin información,Foraneo Local,Sin informacion
GCICCH,AD19,F,Profesional,ESC,80.83,768,1,SI,NC,No,0,0,19,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
GCICEJ,AD19,M,Profesional,ICT,96.9,1270,1,SI,Perfil A+,No,0.25,0.25,19,Sin información,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
GCICFB,AD19,M,Profesional,IIT,96.47,1410,1,SI,Perfil A+,Si,0.4,0.25,18,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
GCICFC,AD19,M,Profesional,ICT,96.12,1150,1,SI,Perfil A+,Si,0.25,0.25,18,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
GCICFD,AD19,F,Profesional,SLD,89.62,1180,1,SI,NC,Si,0.2,0.2,18,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
GCICFE,AD19,M,Profesional,AMC,87.97,1250,1,SI,NC,Si,0.15,0,18,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
GCICFG,AD19,F,Profesional,NEG,98.27,1470,1,SI,Perfil A+,Si,0.5,0,19,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
GCICFK,AD19,M,Profesional,ICT,90.7,1290,1,SI,Perfil A+,Si,0.25,0.25,18,6,Bajo,Urbano,Si,No,Si,Foraneo Local,Si
GCICGB,AD19,M,Profesional,AMC,88.1,1360,1,SI,NC,No,0,0,18,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
GCICGC,AD19,M,Profesional,IIT,88.8,1240,1,SI,NC,Si,0,0,18,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
GCICGE,AD19,M,Profesional,ICT,90,1450,1,NO,Perfil A+,Si,0.4,0.25,18,7,Bajo,Urbano,Si,No,Si,Foraneo Local,No aplica
GCICGF,AD19,M,Profesional,IIT,86.37,1270,1,SI,NC,No,0,0,18,Sin información,Medio,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
GCICGH,AD19,F,Profesional,SLD,92.32,1260,1,SI,Perfil A+,Si,0.25,0.25,18,6,Bajo,Urbano,Si,Si,Sin información,Foraneo Local,Si
GCICHB,AD19,F,Profesional,AMC,87.02,1040,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Si
GCICHC,AD19,F,Profesional,AMC,90.82,1220,1,SI,Perfil A+,Si,0.2,0.2,19,5,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
GCICHE,AD19,F,Profesional,ESC,94.07,1470,1,SI,Perfil A+,No,0,0,18,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,No
GCICHH,AD19,M,Profesional,CIS,91.97,1330,1,SI,Perfil A+,Si,0,0,19,7,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Si
GCICHI,AD19,F,Profesional,IBQ,91.5,1280,1,SI,Perfil A+,Si,0,0,18,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
GCICHK,AD19,F,Profesional,CIS,85.42,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
GCICIB,AD19,F,Profesional,ESC,89.55,,1,SI,NC,Si,0.55,0.25,19,Sin información,Bajo,Rural,Si,Si,Sin información,Foraneo Local,Si
GCICID,AD19,M,Profesional,ESC,97.5,1270,1,SI,Perfil A+,No,0,0,19,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
GCICIE,AD19,M,Profesional,IIT,89.35,1280,1,SI,NC,Si,0.2,0,18,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
GCICIF,AD19,F,Profesional,CIS,95.87,1480,1,SI,Perfil A+,No,0,0,18,6,Bajo,Urbano,Si,Si,Sin información,Foraneo Local,Si
GCICIH,AD19,F,Profesional,SLD,94.55,1460,1,SI,Perfil A+,Si,0.15,0.15,18,Sin información,Medio,Urbano,Si,No,Sin información,Foraneo Local,Si
GCICII,AD19,F,Profesional,ESC,84.77,1240,1,SI,NC,No,0,0,18,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
GCICJB,AD19,F,Profesional,IIT,95.9,1510,1,SI,Perfil A+,Si,0.5,0,18,Sin información,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
GCICJC,AD19,F,Profesional,ESC,93.1,1380,1,SI,Perfil A+,Si,0.25,0.25,19,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
GCICJD,AD19,F,Profesional,ESC,93.5,1140,1,SI,Perfil A+,No,0,0,18,Sin información,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
GCICJE,AD19,F,Profesional,IBQ,96.15,1500,1,SI,Perfil A+,Si,0.5,0.25,19,Sin información,Bajo,Urbano,Si,Si,Sin información,Foraneo Local,Si
GCICJF,AD19,F,Profesional,ESC,90.65,,1,SI,Perfil A+,Si,0.3,0.2,18,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
GCICJJ,AD19,M,Profesional,IIT,94.32,1130,1,SI,Perfil A+,Si,0.2,0.2,18,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
GCICJK,AD19,F,Profesional,ESC,89.7,1330,1,SI,NC,Si,0,0,18,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
GCICKB,AD19,F,Profesional,SLD,90.92,1260,1,SI,Perfil A+,Si,0,0,18,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
GCICKC,AD19,F,Profesional,ESC,92.35,1190,1,SI,Perfil A+,No,0,0,18,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,No
GCICKD,AD19,M,Profesional,NEG,88.1,1330,1,SI,NC,Si,0.1,0.1,18,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
GCICKF,AD19,F,Profesional,AMC,84.02,1040,1,SI,NC,Si,0,0,18,5,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
GCICKG,AD19,M,Profesional,ESC,93.92,1240,1,SI,Perfil A+,No,0,0,18,5,Bajo,Urbano,Si,No,No,Foraneo Local,Si
GCICKH,AD19,M,Profesional,NEG,82.35,,1,SI,NC,Si,0,0,18,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
GCICKJ,AD19,F,Profesional,NEG,95.65,1450,1,SI,Perfil A+,Si,0.4,0,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,Si
GCIDBC,AD19,F,Profesional,NEG,87.22,1270,1,SI,NC,Si,0.2,0.2,18,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
GCIDBE,AD19,F,Profesional,ICT,89.95,1420,1,SI,NC,Si,0.2,0.2,18,7,Bajo,Urbano,Si,Si,Sin información,Foraneo Local,Si
GCIDBG,AD19,M,Profesional,IIT,94.17,1350,1,SI,Perfil A+,Si,0.45,0.25,19,5,Bajo,Urbano,Si,Si,Sin información,Foraneo Local,Si
GCIDBI,AD19,F,Profesional,NEG,79.7,780,1,SI,NC,Si,0,0,19,7,Bajo,Rural,No,Si,Si,Foraneo Local,Si
GCIDBJ,AD19,F,Profesional,NEG,62.027,768,1,SI,NC,No,0,0,20,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
GCIDCD,AD19,F,Profesional,AMC,87.88,980,1,SI,NC,No,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
GFFGJK,AD19,M,Profesional,ICT,84,,1,SI,NC,Si,0,0,31,Sin información,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
GIBCGB,AD19,F,Profesional,NEG,80,1200,1,NO,Perfil A,Si,0,0,22,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
GIBIKG,AD19,F,Profesional,NEG,80.09,,1,SI,NC,Si,0,0,21,Sin información,Sin información,Urbano,No,No,Sin información,Local,Sin informacion
GIBKJG,AD19,M,Profesional,NEG,78.16,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,Si,Sin información,Local,Sin informacion
GICBBF,AD19,M,Profesional,IIT,79.25,,1,SI,NC,Si,0,0,20,7,Bajo,Urbano,No,No,Si,Local,Si
GICBDE,AD19,M,Profesional,NEG,80.83,1350,1,NO,Perfil A,Si,0.9,0,21,Sin información,Sin información,Urbano,Si,No,Si,Local,No aplica
GICBDK,AD19,M,Profesional,NEG,84.11,,1,SI,NC,Si,0,0,20,7,Medio,Urbano,No,No,Sin información,Local,Si
GICBEF,AD19,M,Profesional,IBQ,89.97,,1,SI,NC,Si,0.15,0.15,20,7,Bajo,Urbano,Si,No,Si,Local,Si
GICBGF,AD19,M,Profesional,NEG,78.75,,1,SI,NC,Si,0,0,19,7,Medio,Urbano,No,Si,Si,Local,Si
GICBIE,AD19,M,Profesional,NEG,81.6,1360,1,NO,Perfil A,Si,0.4,0,20,Sin información,Sin información,Urbano,Si,Si,Sin información,Local,No aplica
GICBJG,AD19,F,Profesional,IIT,83,1360,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Si,Local,No aplica
GICCDE,AD19,M,Profesional,IBQ,84.3,,1,SI,NC,Si,0,0,19,7,Medio,Urbano,No,No,Si,Local,Sin informacion
GICCEC,AD19,M,Profesional,NEG,82.95,,1,SI,NC,Si,0,0.25,20,Sin información,Bajo,Urbano,Si,No,Si,Local,No
GICCEK,AD19,F,Profesional,AMC,89.06,1403,1,SI,NC,Si,0.2,0.2,20,7,Medio,Urbano,Si,No,Si,Local,Si
GICCIK,AD19,F,Profesional,IBQ,82.11,,1,SI,NC,Si,0,0,20,Sin información,Sin información,Urbano,No,Si,Sin información,Local,Sin informacion
GICDDF,AD19,F,Profesional,NEG,78.88,,1,SI,NC,Si,0,0,20,7,Bajo,Urbano,No,Si,Sin información,Local,Si
GICDFG,AD19,F,Profesional,NEG,79.74,,1,SI,NC,Si,0.6,0.2,20,6,Bajo,Urbano,Si,Si,Sin información,Local,Sin informacion
GICDGB,AD19,M,Profesional,IIT,75,1353,1,NO,Perfil B,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Local,No aplica
GICDGC,AD19,M,Profesional,AMC,76.37,,1,SI,NC,Si,0,0,20,7,Bajo,Urbano,No,Si,Sin información,Local,Si
GICDIF,AD19,F,Profesional,SLD,81,1230,1,NO,Perfil A,Si,0,0,21,Sin información,Medio,Urbano,No,Si,Si,Foraneo Local,No aplica
GICDJC,AD19,M,Profesional,IIT,87.52,,1,SI,NC,Si,0.15,0.15,19,7,Medio,Urbano,Si,No,Si,Local,Si
GICDJE,AD19,F,Profesional,CIS,81.41,,1,SI,NC,Si,0,0,20,Sin información,Sin información,Urbano,No,Si,Sin información,Local,Sin informacion
GICECB,AD19,M,Profesional,ESC,78.06,,1,SI,NC,Si,0,0,21,6,Bajo,Urbano,No,No,Si,Local,Si
GICEEE,AD19,F,Profesional,AMC,90.67,1370,1,SI,Perfil A+,Si,0.2,0,18,7,Medio,Urbano,Si,No,Sin información,Local,No
GICEEG,AD19,M,Profesional,NEG,78.25,,1,SI,NC,Si,0,0,19,4,Bajo,Urbano,No,Si,Sin información,Local,Si
GICEEI,AD19,M,Profesional,NEG,97,1530,1,NO,Perfil A+,Si,0.7,0,19,Sin información,Medio,Urbano,Si,No,Si,Local,No aplica
GICEFE,AD19,M,Profesional,IIT,90.27,,1,SI,Perfil A+,Si,0.15,0,18,Sin información,Bajo,Urbano,Si,No,Sin información,Local,Si
GICEFG,AD19,F,Profesional,IIT,82.92,,1,SI,NC,Si,0.6,0.2,19,Sin información,Sin información,Urbano,Si,No,Sin información,Local,Si
GICEFI,AD19,M,Profesional,NEG,80.75,,1,SI,NC,Si,0,0.25,19,7,Medio,Urbano,Si,No,Si,Local,Si
GICEGC,AD19,F,Profesional,ESC,92.55,1220,1,SI,Perfil A+,No,0.35,0.25,19,7,Bajo,Urbano,No,No,Sin información,Local,Si
GICEGD,AD19,M,Profesional,IIT,99,1460,1,NO,Perfil A+,No,0,0,19,Sin información,Sin información,Urbano,No,No,Si,Local,No aplica
GICEGH,AD19,M,Profesional,IIT,88.35,,1,SI,NC,Si,0.15,0.15,18,Sin información,Sin información,Semiurbano,Si,Si,Si,Local,Si
GICEGJ,AD19,M,Profesional,IIT,84,,1,SI,NC,Si,0,0,18,7,Bajo,Urbano,No,No,Sin información,Local,No
GICEHE,AD19,F,Profesional,NEG,85.4,,1,SI,NC,Si,0.9,0,19,7,Bajo,Urbano,Si,No,Si,Local,Si
GICEHF,AD19,M,Profesional,NEG,83.25,,1,SI,NC,Si,0,0.25,18,Sin información,Alto,Urbano,Si,No,Sin información,Local,Si
GICEHH,AD19,M,Profesional,IIT,79.77,,1,SI,NC,Si,0,0.25,19,Sin información,Sin información,Urbano,Si,No,Si,Local,Si
GICEHI,AD19,M,Profesional,NEG,79.72,,1,SI,NC,Si,0,0,20,Sin información,Bajo,Urbano,No,Si,Sin información,Local,Si
GICEHK,AD19,F,Profesional,NEG,82.87,,1,SI,NC,Si,0,0,19,6,Bajo,Urbano,No,Si,Sin información,Local,Si
GICEIC,AD19,M,Profesional,ICT,89.1,,1,SI,NC,Si,0.1,0.1,19,7,Medio,Urbano,Si,No,Sin información,Local,Si
GICEIG,AD19,F,Profesional,IBQ,85.7,,1,SI,NC,Si,0.1,0.1,18,Sin información,Alto,Semiurbano,Si,No,Sin información,Local,Si
GICEIH,AD19,F,Profesional,ESC,89.92,,1,SI,NC,Si,0.45,0.25,19,6,Bajo,Urbano,Si,No,Sin información,Local,Si
GICEII,AD19,F,Profesional,IIT,83.4,1460,1,NO,Perfil A,No,0,0,19,7,Bajo,Urbano,No,Si,Si,Local,No aplica
GICEIJ,AD19,F,Profesional,ICI,96.95,1500,1,SI,Perfil A+,Si,0.6,0.2,20,7,Medio,Urbano,Si,No,Si,Local,Si
GICEIK,AD19,M,Profesional,ESC,89.7,,1,SI,NC,Si,0.2,0.2,19,Sin información,Alto,Urbano,Si,No,Sin información,Local,Si
GICEJD,AD19,F,Profesional,CIS,93.3,1390,1,SI,Perfil A+,No,0,0,19,7,Medio,Urbano,No,No,No,Foraneo Local,Si
GICEJI,AD19,F,Profesional,NEG,85.95,,1,SI,NC,Si,0.35,0.25,19,4,Medio,Urbano,Si,Si,Sin información,Local,No
GICEJJ,AD19,M,Profesional,ICI,93.77,1510,1,SI,Perfil A+,Si,0.6,0.2,19,Sin información,Bajo,Urbano,Si,No,Sin información,Local,No
GICEKF,AD19,M,Profesional,IIT,92.22,1420,1,SI,Perfil A+,Si,0.45,0.25,19,6,Bajo,Urbano,Si,No,Sin información,Local,Si
GICEKI,AD19,M,Profesional,NEG,80,1270,1,NO,Perfil A,Si,0,0.25,20,Sin información,Sin información,Semiurbano,Si,No,Sin información,Local,No aplica
GICFBE,AD19,F,Profesional,CIS,79.62,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,Si,Si,Local,Si
GICFBI,AD19,M,Profesional,IBQ,90.07,,1,SI,Perfil A+,No,0,0,18,Sin información,Alto,Urbano,No,No,Si,Local,Si
GICFCB,AD19,M,Profesional,IIT,96,1310,1,NO,Perfil A,Si,0.2,0.2,18,7,Medio,Urbano,Si,No,No,Local,No aplica
GICFDE,AD19,F,Profesional,IIT,90.85,1360,1,SI,Perfil A+,Si,0.35,0.25,20,7,Medio,Urbano,Si,Si,Sin información,Local,No
GICFDF,AD19,F,Profesional,AMC,83.1,,1,SI,NC,Si,0,0,19,6,Bajo,Urbano,No,No,Sin información,Local,Si
GICFDH,AD19,F,Profesional,IIT,86.55,,1,SI,NC,Si,0.2,0,18,Sin información,Bajo,Urbano,Si,No,Sin información,Local,Si
GICFEB,AD19,M,Profesional,NEG,80.55,,1,SI,NC,Si,0,0,19,7,Medio,Urbano,No,No,Si,Local,Si
GICFEE,AD19,F,Profesional,NEG,79.55,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,No,No,Local,Si
GICFEH,AD19,F,Profesional,AMC,81.95,,1,SI,NC,Si,0,0,18,Sin información,Medio,Urbano,No,No,Sin información,Local,Si
GICFEI,AD19,M,Profesional,AMC,90.67,1530,1,SI,Perfil A+,Si,0.6,0.2,18,4,Bajo,Urbano,Si,No,Sin información,Local,Si
GICFEK,AD19,M,Profesional,NEG,88.17,,1,SI,NC,Si,0.45,0.25,19,6,Bajo,Urbano,Si,No,Sin información,Local,Si
GICFFC,AD19,M,Profesional,IIT,85.92,,1,SI,NC,Si,0.35,0.25,19,6,Bajo,Urbano,Si,No,Sin información,Local,Si
GICFFD,AD19,F,Profesional,IBQ,86,1140,1,NO,Perfil B,Si,0,0,19,7,Medio,Urbano,No,No,Sin información,Local,No aplica
GICFFI,AD19,F,Profesional,SLD,93.77,1430,1,SI,Perfil A+,No,0,0,18,6,Bajo,Urbano,Si,No,Sin información,Local,Si
GICFFJ,AD19,M,Profesional,IIT,84.47,,1,SI,NC,Si,0,0.25,18,7,Bajo,Urbano,Si,No,Sin información,Local,No
GICFFK,AD19,M,Profesional,NEG,88.67,,1,SI,NC,Si,0.35,0.25,18,Sin información,Alto,Urbano,Si,No,Si,Local,Si
GICFHE,AD19,F,Profesional,NEG,86.35,,1,SI,NC,Si,0.25,0.25,20,4,Bajo,Urbano,Si,Si,Sin información,Local,Si
GICFHK,AD19,M,Profesional,NEG,87.83,1450,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Local,No aplica
GICFIF,AD19,F,Profesional,ICT,91.2,1400,1,SI,Perfil A+,Si,0.35,0.25,18,Sin información,Alto,Urbano,Si,No,No,Local,Si
GICFIJ,AD19,F,Profesional,CIS,84.22,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,No,Si,Local,Si
GICFJC,AD19,F,Profesional,NEG,88.4,,1,SI,NC,Si,0.15,0.15,19,7,Medio,Urbano,Si,No,Sin información,Local,Si
GICFJF,AD19,F,Profesional,NEG,96.5,1400,1,SI,Perfil A+,Si,0.4,0.2,19,Sin información,Bajo,Urbano,Si,No,Sin información,Local,Si
GICFKB,AD19,F,Profesional,NEG,85.97,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Si,Local,Si
GICFKJ,AD19,M,Profesional,IIT,87,1360,1,NO,Perfil A,No,0,0,19,6,Bajo,Urbano,No,No,Sin información,Local,No aplica
GICGBB,AD19,F,Profesional,NEG,83,1410,1,SI,NC,Si,0,0,19,6,Bajo,Urbano,No,No,Sin información,Local,Si
GICGBD,AD19,M,Profesional,AMC,84.82,,1,SI,NC,Si,0,0.25,19,Sin información,Sin información,Sin información,Si,No,Si,Local,Si
GICGBE,AD19,F,Profesional,NEG,87.65,,1,SI,NC,Si,0.25,0.25,19,7,Bajo,Urbano,Si,No,Sin información,Local,No
GICGBF,AD19,F,Profesional,ESC,92.55,1310,1,SI,Perfil A+,Si,0.35,0.25,19,6,Bajo,Urbano,Si,Si,Sin información,Local,Si
GICGBG,AD19,M,Profesional,IIT,81.22,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Local,Si
GICGBJ,AD19,F,Profesional,ESC,80.5,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Local,Si
GICGCE,AD19,F,Profesional,AMC,89.05,1330,1,NO,Perfil A,No,0,0,18,7,Bajo,Urbano,No,No,Sin información,Local,No aplica
GICGCI,AD19,M,Profesional,IIT,100,1560,1,NO,Perfil A+,Si,0.7,0,18,6,Bajo,Rural,Si,No,Si,Foraneo Local,No aplica
GICGFD,AD19,F,Profesional,ESC,87.17,,1,SI,NC,Si,0.3,0.2,18,7,Medio,Urbano,Si,No,No,Local,No
GICGFG,AD19,M,Profesional,IIT,85.65,,1,SI,NC,Si,0.45,0.25,18,Sin información,Sin información,Urbano,Si,No,Sin información,Local,Si
GICGFI,AD19,F,Profesional,NEG,92.82,1420,1,SI,Perfil A+,Si,0.55,0,18,6,Bajo,Urbano,Si,No,Sin información,Local,Si
GICGFJ,AD19,M,Profesional,ICT,82.32,,1,SI,NC,Si,0.9,0,19,6,Bajo,Urbano,Si,No,No,Local,Si
GICGGB,AD19,M,Profesional,IBQ,86.05,,1,SI,NC,Si,0.1,0.1,19,Sin información,Sin información,Semiurbano,Si,No,Sin información,Local,Sin informacion
GICGGD,AD19,F,Profesional,ICT,94.62,1400,1,SI,Perfil A+,Si,0.45,0.25,18,6,Bajo,Urbano,Si,Si,Sin información,Local,Si
GICGGF,AD19,M,Profesional,ESC,80.52,,1,SI,NC,Si,0,0.25,19,7,Bajo,Urbano,Si,No,Sin información,Local,Si
GICGJD,AD19,M,Profesional,ICT,81.02,,1,SI,NC,Si,0,0,18,Sin información,Medio,Urbano,No,Si,Sin información,Local,Si
GICGJF,AD19,M,Profesional,IIT,86.62,,1,SI,NC,Si,0.15,0,19,7,Medio,Urbano,Si,No,No,Local,Si
GICGJI,AD19,M,Profesional,SLD,86.62,,1,SI,NC,No,0.25,0.25,19,6,Bajo,Urbano,Si,No,Sin información,Local,Si
GICGKD,AD19,M,Profesional,IIT,85,1320,1,NO,Perfil A,Si,0,0,18,Sin información,Medio,Urbano,No,Si,Sin información,Local,No aplica
GICGKJ,AD19,F,Profesional,NEG,97.64,1450,1,NO,Perfil A+,Si,0.5,0,18,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,No aplica
GICHBB,AD19,M,Profesional,NEG,80.82,,1,SI,NC,No,0,0,18,6,Bajo,Urbano,No,No,Sin información,Local,Si
GICHBC,AD19,M,Profesional,NEG,79.12,,1,SI,NC,Si,0,0,18,7,Medio,Urbano,No,No,Sin información,Local,Si
GICHBE,AD19,F,Profesional,NEG,87.45,,1,SI,NC,No,0.1,0.1,18,7,Medio,Urbano,No,No,Sin información,Local,Si
GICHBF,AD19,M,Profesional,NEG,90.64,1150,1,NO,Perfil B,Si,0.8,0,18,7,Medio,Urbano,Si,No,Si,Local,No aplica
GICHBK,AD19,F,Profesional,NEG,83.27,,1,SI,NC,Si,0,0.25,19,4,Bajo,Urbano,Si,No,Sin información,Local,Si
GICHCD,AD19,F,Profesional,NEG,82.65,,1,SI,NC,Si,0,0.25,19,4,Bajo,Urbano,Si,No,Sin información,Foraneo Local,No
GICHCF,AD19,M,Profesional,IIT,81.85,,1,SI,NC,Si,0.8,0.1,19,6,Bajo,Urbano,Si,No,Sin información,Local,Si
GICHEG,AD19,M,Profesional,NEG,78.77,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Local,Si
GICHEH,AD19,M,Profesional,IIT,86.6,,1,SI,NC,Si,0.35,0.25,20,Sin información,Sin información,Urbano,Si,No,Sin información,Local,Si
GICHGI,AD19,F,Profesional,CIS,96.54,,1,SI,Perfil A+,Si,0,0,18,7,Bajo,Urbano,No,No,Sin información,Local,Si
GICHHB,AD19,M,Profesional,NEG,88.3,,1,SI,NC,Si,0.35,0.25,18,6,Bajo,Urbano,Si,No,Si,Local,Si
GICHHK,AD19,M,Profesional,NEG,81.97,,1,SI,NC,Si,0,0,19,Sin información,Medio,Urbano,No,Si,Sin información,Local,Si
GICHIH,AD19,M,Profesional,NEG,74.531,,1,SI,NC,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Local,No
GICHII,AD19,F,Profesional,NEG,96,1380,1,NO,Perfil A+,Si,0.4,0,19,Sin información,Sin información,Urbano,Si,No,Sin información,Local,No aplica
